LAMBX,LAMBY,order,seasonal_order,rmse,mae,bias,aic,bic,train_n,test_n,exog_vars
4440,24490,"(0, 0, 0)","(0, 1, 1, 12)",1.2620449510508522,1.0109532470307698,-0.3693116332958175,1462.8479906195448,1490.909682917643,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
5800,17210,"(0, 0, 0)","(0, 1, 1, 12)",1.2823153380500394,0.9719615678985584,0.33894047164689917,1511.6141113283252,1539.6758036264234,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6040,26170,"(0, 0, 0)","(0, 1, 1, 12)",1.5121925347880156,1.2320888479840066,-0.3545650697231848,1486.886551917356,1514.9482442154542,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
5080,25450,"(0, 0, 0)","(0, 1, 1, 12)",1.3192013679434282,1.0914794990514505,-0.4098539581720552,1413.8537689831976,1441.9154612812958,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
8120,20490,"(0, 0, 0)","(0, 1, 1, 12)",1.318541885420339,1.069081029234091,-0.3092788353474134,1532.1951840538347,1560.256876351933,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
2120,23290,"(0, 0, 0)","(0, 1, 1, 12)",1.1156025162003513,0.9118663278479927,-0.33579964083422337,1394.3687485523446,1422.430440850443,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
9480,23530,"(0, 0, 0)","(0, 1, 1, 12)",1.5014896590506461,1.1962644204411597,-0.11410860377537395,1593.7781780505773,1621.8398703486755,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6360,20330,"(0, 0, 0)","(0, 1, 1, 12)",1.2578181589940338,0.9510215026477452,0.031798743485792307,1501.588279551177,1529.6499718492753,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
5720,21210,"(0, 0, 0)","(0, 1, 1, 12)",1.256707519573538,0.9807451624646415,0.5927397388440995,1542.789177482169,1570.8508697802672,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
5080,23770,"(0, 0, 0)","(0, 1, 1, 12)",1.3420292804105174,1.0632067752686407,-0.3248303268296653,1508.550810584779,1536.6125028828772,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
4120,23770,"(0, 0, 0)","(0, 1, 1, 12)",1.21516241345629,0.9717700550909728,-0.21188127546450308,1453.2401956388264,1481.3018879369247,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
9480,19130,"(0, 0, 0)","(0, 1, 1, 12)",1.868994840763527,1.3589315555460246,1.0600166696193545,1495.4708146551334,1523.5325069532316,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
3720,23690,"(0, 0, 0)","(0, 1, 1, 12)",1.1905930377620242,0.9169047182315513,-0.07824695980269832,1446.7399945367056,1474.8016868348038,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
5800,25290,"(0, 0, 0)","(0, 1, 1, 12)",1.511004030228801,1.2568160556741113,-0.3086375321530474,1506.4390547084254,1534.5007470065236,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
5080,25290,"(0, 0, 0)","(0, 1, 1, 12)",1.474299831729166,1.2207499616145239,-0.638940997031254,1456.0345030107896,1484.096195308888,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
8440,22650,"(0, 0, 0)","(0, 1, 1, 12)",1.27293069913416,0.9654118035206393,0.2755709403623588,1515.0489857708185,1543.1106780689167,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
3560,22170,"(0, 0, 0)","(0, 1, 1, 12)",1.3607061711203952,1.043027022318558,-0.6449576949470511,1481.6296371133967,1509.691329411495,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
