LAMBX,LAMBY,n_observations,MAE_baseline,MAE_advanced,MAE_gain,MAE_gain_percent,RMSE_baseline,RMSE_advanced,RMSE_gain,R2_baseline,R2_advanced,R2_gain,Bias_baseline,Bias_advanced,Bias_abs_gain,advanced_better_MAE
3240,20250,312,1.2309504475349036,1.2837836072995112,-0.05283315976460767,-4.29206227353921,1.565213222589132,1.58271704456267,-0.017503821973537947,0.9058814293619685,0.9037645978217482,-0.002116831540220243,0.18962243122932243,0.23200798493165245,-0.04238555370233002,False
3240,20330,312,1.2378989387781194,1.2898210663061873,-0.05192212752806791,-4.194375316236894,1.5711225950486074,1.5889925535592286,-0.01786995851062123,0.9053081157205157,0.9031418134159044,-0.002166302304611345,0.21376684476167723,0.24570190998224106,-0.03193506522056383,False
3240,20410,312,1.2333340348341528,1.286729948948591,-0.053395914114438225,-4.329395979218105,1.571492581775461,1.586246939806663,-0.014754358031201953,0.9052545243018726,0.9034670885898294,-0.001787435712043206,0.2373251325044876,0.2600348276969714,-0.02270969519248378,False
3240,20490,312,1.2375561280128282,1.2908108815168724,-0.05325475350404418,-4.303219247886279,1.5769252293314164,1.5869178102481187,-0.009992580916702298,0.9048491076638698,0.9036393921064785,-0.0012097155573913554,0.2572100382584791,0.27703957741077123,-0.01982953915229213,False
3240,20570,312,1.2445528030395507,1.287628007852114,-0.04307520481256333,-3.4610990154344172,1.5839710278916719,1.5856433158929417,-0.0016722880012698393,0.9039567198999543,0.9037538161779874,-0.0002029037219668517,0.2760560457523052,0.2762093626535855,-0.00015331690128028708,False
3240,20810,312,1.2558530926704408,1.306667531759311,-0.05081443908887029,-4.0462088587781135,1.60332697982036,1.614203195752988,-0.010876215932628108,0.9046909378371606,0.9033934883917845,-0.001297449445376131,0.3227079559595157,0.2994555665896489,0.02325238936986679,False
3240,20890,312,1.2559882546082524,1.296231315380488,-0.04024306077223572,-3.204095310969901,1.60761375041977,1.6050172286485298,0.0025965217712402566,0.9042194259265107,0.9045285741980185,0.00030914827150774205,0.3137057582537333,0.2607789855736953,0.05292677268003804,False
3240,20970,312,1.261310399801303,1.3057551888319163,-0.04444478903061322,-3.523699561790238,1.6109765657377362,1.6106455894167273,0.000330976321008869,0.9038823461595064,0.9039218369878159,3.9490828309562964e-05,0.35479304943329254,0.28293226835055235,0.07186078108274019,False
3240,21050,312,1.2665547976127038,1.3034893283477196,-0.036934530735015736,-2.9161415522354557,1.6153885503988343,1.6109481346093557,0.0044404157894786245,0.9033306063957386,0.9038613298956687,0.000530723499930108,0.3661620097282606,0.28927890306864035,0.07688310665962023,False
3240,21130,312,1.2777399674440044,1.3109549632439246,-0.033214995799920155,-2.5995113752576393,1.6212881968584987,1.6195351528006912,0.001753044057807518,0.9025366079978772,0.9027472617844806,0.00021065378660345413,0.3925655884620471,0.28378517688849036,0.10878041157355672,False
3240,21370,312,1.2556143430563118,1.2962176533845755,-0.0406033103282637,-3.2337405631597442,1.6135496623967984,1.606449400682738,0.0071002617140605295,0.9009938234135889,0.9018632395931153,0.0008694161795264055,0.3905780388758732,0.25692736766277213,0.1336506712131011,False
3240,21450,312,1.2191156445405422,1.2731472162099986,-0.05403157166945638,-4.432030046650716,1.5554918424632047,1.5738244418662048,-0.018332599403000138,0.8982319637964051,0.8958190076611938,-0.0024129561352113083,0.30634097411082345,0.18490330378214523,0.12143767032867822,False
3240,21530,312,1.2196799259919386,1.2732458065717647,-0.05356588057982603,-4.391798162641899,1.55673116128314,1.5779312334016644,-0.02120007211852437,0.8980697343554335,0.895274591360573,-0.0027951429948605,0.30636599125006264,0.1759957441916833,0.13037024705837935,False
3240,21610,312,1.3181313404670127,1.322592399059198,-0.004461058592185152,-0.3384380945380301,1.6732050753212893,1.6381617703638744,0.03504330495741481,0.9005833022381443,0.9047040244740903,0.0041207222359459506,0.17158727034544327,0.1415544858345618,0.030032784510881483,False
3240,21690,312,1.3069448749224346,1.3259053034660144,-0.01896042854357982,-1.4507443203911028,1.6635718178035164,1.6373071404718011,0.026264677331715225,0.9017551786919206,0.9048328924584469,0.0030777137665263243,0.1756477646338634,0.1417142519584069,0.033933512675456495,False
3240,21770,312,1.3046101197218285,1.3272778006700368,-0.022667680948208258,-1.7375061411482464,1.6561153850012762,1.648653308306325,0.007462076694951136,0.8993273634346773,0.9002325352767453,0.0009051718420679533,0.16754181079375433,0.1673617512751848,0.00018005951856953084,False
3240,21850,312,1.3095582359876388,1.3282927717918005,-0.018734535804161734,-1.430599670127123,1.655566742220206,1.642813701969091,0.012753040251115122,0.8990430241465284,0.900592402282673,0.0015493781361446413,0.13101271207516005,0.1349139797381865,-0.003901267663026453,False
3240,21930,312,1.296456808768786,1.3118041863808265,-0.015347377612040525,-1.1837939766474412,1.6523605870545097,1.6260876499081707,0.026272937146339048,0.8992622047819181,0.9024402476025757,0.0031780428206575895,0.08184353250723622,0.08605365080711173,-0.004210118299875512,False
3240,22010,312,1.3027479717364678,1.3194450598496656,-0.01669708811319781,-1.28168214232119,1.6633682162356038,1.633126748713669,0.030241467521934906,0.8979787684233218,0.9016547137513731,0.0036759453280512666,0.08590449629685826,0.09064494768778489,-0.004740451390926631,False
3240,22090,312,1.3053020526201295,1.3183158999834304,-0.013013847363300801,-0.9969989196889822,1.6591234429283992,1.6310047315882588,0.028118711340140434,0.8986234865828874,0.9020306124812899,0.00340712589840253,0.11696119002806835,0.11153712303210529,0.005424066995963053,False
3240,22170,312,1.3047116466057607,1.3261392468061202,-0.021427600200359498,-1.642324589966214,1.6583895020740984,1.6419303819165654,0.016459120157533036,0.8987289049284453,0.9007291125511498,0.002000207622704586,0.13442753981321282,0.13841355305451605,-0.003986013241303238,False
3240,22250,312,1.3142894292489076,1.3328288931113024,-0.0185394638623948,-1.410607393608101,1.6589363791269385,1.6477350504111343,0.011201328715804149,0.8986893438726051,0.9000528473546064,0.0013635034820013159,0.15142061343559846,0.14525359441072508,0.006167019024873377,False
3240,22330,312,1.3055528866939052,1.3150233699725224,-0.009470483278617214,-0.7254002021013206,1.636834090909244,1.6164168728346449,0.020417218074599175,0.8979202876594442,0.9004510085423723,0.0025307208829280503,0.14359393792274672,0.16038325658211341,-0.016789318659366698,False
3240,22410,312,1.3176673695062981,1.3191797873912714,-0.0015124178849732495,-0.1147799452254722,1.6408599952948015,1.6210342446740478,0.019825750620753757,0.8974659793480537,0.8999287527172252,0.002462773369171445,0.18824662688450938,0.17904260525336632,0.009204021631143061,False
