LAMBX,LAMBY,train_n,test_n,rmse,mae,bias,aic,bic,lon,lat
9160,22650,432,48,1.4474694383415359,1.1775938800761203,-0.10601225464951214,1645.525262378615,1665.5446977141478,6.517811654191937,47.309082591629775
1560,23530,432,48,1.3474355328035352,1.121606191068789,-0.46580686877986466,1455.7566738479877,1475.7761091835205,-3.6210710793014345,48.024696422923114
3480,23850,432,48,1.4477401629937434,1.177737495854455,-0.5150933918727184,1517.1975680342016,1537.2170033697344,-1.0678281171932371,48.41473489517077
6680,20250,432,48,1.4002256276255807,1.0935146467688508,-0.028555242127172763,1578.1057950736833,1598.125230409216,3.2021308122992074,45.22217269383995
8280,23850,432,48,1.4789676629505977,1.1664366304024678,0.20359010977750616,1655.8098995285031,1675.829334864036,5.416980403814785,48.42367385713321
1080,23610,432,48,1.315203768368599,1.0927428900969054,-0.4334886359980719,1421.4653987512384,1441.4848340867711,-4.271258182001954,48.061936717771154
5640,18890,432,48,1.5285832576320952,1.252878658077143,-0.2619382440318116,1563.9559139564315,1583.9753492919642,1.8881828063207116,44.001511332146706
4120,18570,432,48,1.1909173186631614,0.979740712890876,-0.1940392354187741,1491.1498197003702,1511.169255035903,0.007479156703527829,43.68971872326662
5160,24090,432,48,1.4971803195428197,1.1553078270671253,-0.23843979255458414,1569.4430142609826,1589.4624495965154,1.1963913913988204,48.67408948842505
7000,24250,432,48,1.4938087951427366,1.1933314513417492,-0.2756618837223827,1607.7502195393904,1627.7696548749232,3.6975086528445646,48.815610687295184
2840,23770,432,48,1.4004326845522639,1.1141005885884565,-0.4678322368180153,1484.943435134946,1504.9628704704787,-1.925042100638562,48.31483904004273
6200,23770,432,48,1.4156452030473539,1.1115753268620794,-0.06680379881034075,1599.1731624564227,1619.1925977919554,2.606494572197926,48.391598030232885
6040,18090,432,48,1.3739189726196592,1.132577139506877,-0.6180220588763525,1485.1251632601627,1505.1445985956955,2.3857722893699274,43.28337819833502
7800,24250,432,48,1.4628645892475525,1.1643411291860168,0.0005880121337203392,1621.0388387928372,1641.05827412837,4.785762967309552,48.79819052760252
5400,21690,432,48,1.3278299500558017,1.0734401876014141,0.04491760750850513,1599.2718475708643,1619.291282906397,1.5545492226432418,46.51836079141421
6840,24170,432,48,1.4892890233141602,1.1921614161369811,-0.29679808112281564,1605.3330865788546,1625.3525219143874,3.4782013710426845,48.74600396827183
8920,18090,432,48,1.2442657605414424,0.9653096850064008,0.109157141760247,1389.6411190651606,1409.6605544006934,5.9254857287867315,43.223498316436924
9880,19050,432,48,1.4694578958063946,1.154902814271279,-0.355651954734936,1441.3531999576405,1461.3726352931733,7.175369896825011,44.03890299080729
3080,22730,432,48,1.382255257631615,1.146061191116398,-0.39465112860246215,1538.6982521341572,1558.71768746969,-1.5329298906096789,47.39195259787597
1000,23850,432,48,1.1698668321211454,0.9688328777677496,-0.390328691481173,1354.320312907883,1374.3397482434157,-4.4057669727508735,48.270859280871726
8520,21130,432,48,1.5120469119127038,1.2182528326240936,0.1931563899439722,1648.6894231947317,1668.7088585302645,5.588926267922547,45.97032608777171
8920,20490,432,48,1.5682194479403413,1.2435300893669914,0.38915973226829426,1560.931243001286,1580.9506783368188,6.065299660091912,45.379138691722595
7160,23770,432,48,1.4743650248344955,1.175692382996045,-0.32663570904207245,1603.753483318708,1623.7729186542408,3.9022093975049184,48.381527139749856
4440,24490,432,48,1.3890179810164136,1.061869139267103,-0.22102759786563153,1510.6161952817756,1530.6356306173084,0.20478867035510878,49.020044246483586
5800,17210,432,48,1.4639501325255677,1.1200972511168492,0.20182903099787172,1562.0771628437165,1582.0965981792492,2.09393873105407,42.492675276765226
6040,26170,432,48,1.648958877016867,1.2984351150265907,-0.25004702422961705,1551.3629773401203,1571.382412675653,2.3927981112397307,50.547540972625605
5080,25450,432,48,1.4276173274310962,1.159308308837737,-0.5226531869086393,1474.7450618725113,1494.764497208044,1.0577804584273456,49.894645383217835
8120,20490,432,48,1.471976370071959,1.1983809798602019,-0.1920133860260467,1609.8308578082608,1629.8502931437936,5.044684700289377,45.40859461434481
2120,23290,432,48,1.348800553059994,1.1102882635646,-0.47640356460836375,1479.4100473440303,1499.429482679563,-2.8507852357590227,47.84508499063923
9480,23530,432,48,1.7129788507401746,1.4141139892710968,-0.3173033463494451,1677.7515715852717,1697.7710069208044,7.009432686052291,48.083098643485116
6360,20330,432,48,1.5149427111100782,1.220643873930772,-0.18515819352852994,1617.3507239028572,1637.37015923839,2.795407065569132,45.296559256592715
5720,21210,432,48,1.5670858872835665,1.2584731595431864,0.6230452928273404,1623.5203373773836,1643.5397727129164,1.9744872103612032,46.08861494135423
5080,23770,432,48,1.576545484201497,1.2704421851155219,-0.5766882479334251,1578.1313835445612,1598.150818880094,1.0946919788916347,48.385363148427
4120,23770,432,48,1.4830148808468138,1.210524008332321,-0.5325839452931634,1544.590150057967,1564.6095853934999,-0.2004496148065159,48.36460870636844
9480,19130,432,48,1.649832948517781,1.2668788900216879,0.2957192883906193,1544.339990992757,1564.3594263282898,6.683107894257867,44.13170748748959
3720,23690,432,48,1.4439325590708034,1.178972409640295,-0.4886553659385587,1530.3351763674018,1550.3546117029346,-0.7355080134858804,48.27989367522629
5800,25290,432,48,1.6720434068670404,1.3234049377169943,-0.42661689850705226,1592.8052832914982,1612.824718627031,2.059272908362165,49.75739053473796
5080,25290,432,48,1.5077348546867604,1.208185170046968,-0.4871007522621397,1513.948924973285,1533.9683603088179,1.061390073439755,49.75099954568556
8440,22650,432,48,1.3988373397799818,1.1320034709625464,-0.01166178161186989,1618.5218887376711,1638.541324073204,5.5663430962602485,47.339600327739625
3560,22170,432,48,1.4435634981451977,1.2316561550383944,-0.5634130173020316,1554.6116053638168,1574.6310406993496,-0.8673966668565551,46.908122070918694
3400,21610,432,48,1.248384004360873,1.0368406518383402,-0.2214655044129014,1518.0853961157702,1538.104831451303,-1.045608162625109,46.398718896553085
7880,21930,432,48,1.2546725366152813,1.0264573002913715,0.027355813672340135,1606.2016692285915,1626.2211045641243,4.7958332700478845,46.7105246165993
7000,20970,432,48,1.4100490182634706,1.1268689759875032,-0.16163191896551354,1637.7822207917857,1657.8016561273184,3.6244090119827845,45.86590848481182
6280,19530,432,48,1.5975048303596424,1.334380111147432,-0.183487982036779,1615.2282175784235,1635.2476529139562,2.6888786232760364,44.57736150254473
7480,23290,432,48,1.392052597414755,1.1659767911211214,-0.3024737617003809,1636.4143015261848,1656.4337368617175,4.317640882494073,47.94354018821258
8920,24730,432,48,1.5171788052774466,1.1855750805779448,0.026405226423383017,1631.7359538848818,1651.7553892204146,6.340873246483686,49.18789413385738
6120,17290,432,48,1.3252186235264205,1.0283485646283266,-0.06143343086024492,1517.7255706144574,1537.7450059499902,2.4823495489509333,42.564686573587814
8840,21930,432,48,1.7007859930346476,1.337051492747774,0.7798439939024814,1652.89674130639,1672.9161766419227,6.0500933207094825,46.67662455816015
10520,22730,432,48,1.5546609365181974,1.2300278501068098,0.00833938691859785,1667.0172455559127,1687.0366808914455,8.319499737345307,47.30185838430067
9080,23770,432,48,1.4819099439033607,1.2165474018359703,-0.23455498252948428,1641.053015464715,1661.0724508002477,6.490388290819929,48.31874014033078
3080,18090,432,48,1.227934819560572,0.981888026965315,-0.06541033918927475,1511.6092249016972,1531.62866023723,-1.252331955408932,43.22345733773973
6120,17450,432,48,1.2232004433448036,0.9772589178935077,-0.1864391314254802,1477.9823116538164,1498.0017469893492,2.4827094005617685,42.708366386473216
3560,21610,432,48,1.2498765715277091,1.0367085062665624,-0.22844454978421877,1518.5434277404297,1538.5628630759625,-0.8377098346679337,46.40472234661788
6680,21850,432,48,1.3136865608993669,1.0558564174119578,-0.3335774869110428,1617.5707422857354,1637.5901776212681,3.2251377122413922,46.6615465833506
9480,22410,432,48,1.5564046767882143,1.2393031820629978,0.12036435124534668,1652.5527718466108,1672.5722071821435,6.921811279021025,47.077478271888936
5080,24570,432,48,1.4764941248975851,1.145293081621227,-0.4305223082538722,1563.5998159557348,1583.6192512912676,1.0773844222142566,49.10432550597352
2360,23610,432,48,1.3218328042475294,1.1041724740456427,-0.44400097040925335,1465.0872281972895,1485.1066635328223,-2.5573802896798967,48.14609223482479
5720,24170,432,48,1.419442350922829,1.0752826241297895,-0.01562840032956737,1578.4061834031966,1598.4256187387293,1.9559186253174887,48.75086872100634
7560,23130,432,48,1.4100809858050933,1.1867285280214446,-0.33217490545101414,1640.7868340154346,1660.8062693509673,4.419008323997915,47.79783712619379
7720,20650,432,48,1.6884828196538042,1.3631741127618195,-0.6574739113680254,1649.2922800250624,1669.3117153605951,4.539739686900917,45.563703330971144
4360,21210,432,48,1.2838047045765546,1.0537474243571217,-0.20507185963886365,1553.557861398134,1573.5772967336668,0.2164324272884385,46.06928335280611
8360,20090,432,48,1.3544049416717903,1.0480214712115519,-0.10673678809276455,1539.8457519097146,1559.8651872452474,5.331526067417421,45.04117580034632
9000,17930,432,48,0.9888500902883709,0.8260870365386358,-0.23455189144704794,1236.5043611328501,1256.523796468383,6.0144763909571015,43.07657909297174
1320,23850,432,48,1.3745996370547762,1.098819632774429,-0.3733295296314177,1404.062443523384,1424.0818788589168,-3.9761778192778,48.29472906908305
9400,19450,432,48,1.601845919294443,1.271497451485935,0.15282219763317867,1541.8549446326956,1561.8743799682284,6.605066290353213,44.42295766039345
11800,17530,432,48,1.256101599214759,1.0296140888175123,0.020971451466516283,1281.6390760460376,1301.6585113815704,9.389241995191329,42.54651512165463
5720,25450,432,48,1.6649809126449708,1.3259226798822918,-0.4551756335917177,1588.345670012207,1608.3651053477397,1.947286359729502,49.900747869197005
9720,19850,432,48,1.5431794947177362,1.2271534571512355,0.13050768844783725,1573.2229723370651,1593.242407672598,7.03588331885861,44.76570492675799
6840,24410,432,48,1.530412105249106,1.2163378159091924,-0.2533055679383256,1613.9289972057647,1633.9484325412975,3.482955926812453,48.96167991333718
5160,23770,432,48,1.464105435568137,1.1129341650048865,-0.2381547059630104,1580.1050379912379,1600.1244733267706,1.2026606296417672,48.386450754908616
1400,23690,432,48,1.2315973214207425,0.9862418218141897,-0.33910318602207484,1381.3217901544035,1401.3412254899363,-3.851760366853903,48.15703533609477
9240,23690,432,48,1.5530440695298704,1.2569943681902174,-0.16953981689453626,1659.3503300643144,1679.3697653998472,6.69975915458614,48.239126848500526
6200,26490,432,48,1.5712472418784023,1.2664681580863928,-0.061441256841340185,1535.177671338839,1555.1971066743718,2.619688199873871,50.83424724356469
10040,23690,432,48,1.5827244438131025,1.2417082366572822,0.1220695990759567,1647.3043398179861,1667.323775153519,7.774009226754115,48.19431396192703
6840,21290,432,48,1.3721894994716524,1.0971580735903435,-0.2926669381892932,1636.0705599935013,1656.089995329034,3.4240778030958317,46.15595104577012
8680,18010,432,48,1.2465012256741241,1.0556089999079636,-0.29539034480517884,1346.6026376217796,1366.6220729573124,5.626754121313348,43.16112007922176
7560,25530,432,48,1.6748037299505982,1.3368301985006832,-0.03478851580272163,1615.5910601537687,1635.6104954893015,4.5074483533981144,49.953866787316116
6520,22810,432,48,1.3782262618787136,1.1038697521073877,-0.4271673360664215,1606.4252193466173,1626.44465468215,3.027077225300349,47.526550385160874
4600,24250,432,48,1.5285623250068907,1.1854520236027855,-0.381853566835574,1555.8781224684985,1575.8975578040313,0.43128625167190016,48.808120815336885
6040,24010,432,48,1.4805472989777761,1.1840637357521568,-0.301161143490114,1588.9830741525534,1609.0025094880862,2.3907293092206108,48.60764951825126
8120,22650,432,48,1.2557760413944417,1.0161098030906477,0.019606679401461047,1608.7847284724821,1628.804163808015,5.143147435321208,47.35064857716937
5480,19850,432,48,1.5410327773691004,1.2823983113176796,-0.40166804760302804,1582.5726613127856,1602.5920966483184,1.6788942811602612,44.86377031777951
3960,21210,432,48,1.2474062591246982,1.0207279156391127,-0.1653377407079568,1531.3810874367393,1551.400522772272,-0.300317473189018,46.05839150951078
8840,23050,432,48,1.4822334599218305,1.2194716094648148,-0.35434786557162634,1642.2881560675978,1662.3075914031306,6.12053307947303,47.68298784149935
9240,21850,432,48,1.3416847982852471,1.0995698178194078,-0.3943525766319009,1604.5056242853684,1624.5250596209012,6.566558229852209,46.58656760439451
6200,23530,432,48,1.423321414793506,1.110358413627438,-0.1832264363715078,1604.321977765313,1624.3414131008458,2.6053893030641864,48.175811839305446
6520,19610,432,48,1.8744553022405972,1.4283470157591445,-0.40013627285376746,1643.006255055216,1663.0256903907487,2.99169296308495,44.647926873622694
3240,18490,432,48,1.2978673915163021,1.0741890687864732,-0.4982396154824724,1506.3454380608416,1526.3648733963744,-1.0772764356618814,43.58896322079408
4840,22010,432,48,1.2961771853228423,1.0463544120957116,-0.16643247868227126,1573.5473411177309,1593.5667764532636,0.8167643493140422,46.7988463255476
6840,23610,432,48,1.4407504984391113,1.1611347041381228,-0.17270258537552388,1610.7542178188025,1630.7736531543353,3.46725935010077,48.242624255068165
2840,24090,432,48,1.2595941471231598,0.9694693743816618,-0.12270613418027417,1387.2278510505498,1407.2472863860826,-1.9485504005290102,48.6020969887219
3640,22490,432,48,1.382674455782301,1.1689822714657885,-0.4168484896065339,1559.322977725374,1579.3424130609067,-0.7791124696601095,47.19865519245863
8200,25450,432,48,1.6013367775968101,1.2844750491078105,0.23233357213671024,1638.7293863390198,1658.7488216745526,5.39300434424528,49.86298064944672
5080,22570,432,48,1.4212998802423333,1.1401263564927555,-0.455574354284956,1578.7819104829346,1598.8013458184673,1.1197795422713124,47.30630737582018
3800,19690,432,48,1.2717581017561173,1.0029266922955264,-0.3213258467048565,1520.2144849228762,1540.233920258409,-0.43762741614179346,44.686883835189974
4440,22810,432,48,1.3637846863624832,1.1011008619616607,-0.2827761029138971,1582.7247455582872,1602.74418089382,0.2652916749982164,47.51009878112472
3560,18570,432,48,1.286875147755708,1.0633222967667095,-0.4310941043341409,1491.9403589953113,1511.959794330844,-0.6856870528630958,43.67258265562916
11720,17930,432,48,1.1143810425077427,0.9359964909500444,-0.3906344206526103,1243.8928491495028,1263.9122844850356,9.335672626852242,42.910728365194615
7480,22090,432,48,1.351335990422326,1.164345280711213,-0.20210746841269653,1626.0935972759885,1646.1130326115212,4.277985988953293,46.86448361717169
11560,23610,432,48,1.6618982823214246,1.3682288532071893,0.2715540175054042,1704.9170497339585,1724.9364850694913,9.798989686450485,48.010578658382364
9960,23050,432,48,1.5656356899160349,1.2464853617552005,-0.06613645129692462,1654.3694448586189,1674.3888801941516,7.608978294551637,47.62499088668604
5160,17850,432,48,1.3301669841691832,1.0644053254733512,-0.23975997507260796,1489.1532736196214,1509.1727089551541,1.3073578364411642,43.062809841648836
5720,20330,432,48,1.4118884875734103,1.1805969296492576,-0.11568966631534605,1596.7372285360666,1616.7566638715994,1.9796635538478504,45.29692787772072
4520,18890,432,48,1.3137405284983568,1.0759594842959024,-0.3084602506533878,1517.652534346928,1537.6719696824607,0.49352767164965483,43.986825522082
6200,26010,432,48,1.6306825095645001,1.283318502250508,-0.3854772174809768,1584.718599387147,1604.7380347226797,2.6172668596369237,50.40368482094751
11480,22810,432,48,1.5416496733027027,1.2179286566371552,-0.028802453104386855,1660.5515405100414,1680.5709758455741,9.593396016647004,47.3009273334894
3880,20890,432,48,1.2337449303654902,1.0119803523767268,-0.15302627581897474,1523.7011235422758,1543.7205588778086,-0.3892994010474161,45.76820455839315
3880,24810,432,48,1.2141310720641683,0.966017377898436,-0.34665942960294377,1421.7376248608557,1441.7570601963885,-0.5760376216798478,49.29127504203833
8360,18650,432,48,1.4130889311300863,1.1376925642717945,-0.24683623014484732,1458.9853696680364,1479.0048050035691,5.263520431362399,43.74719506572534
2760,23210,432,48,1.3703840475869156,1.1571172987764147,-0.47274698021963896,1520.72536353954,1540.7447988750728,-1.9911650886876044,47.80809207953713
4600,21850,432,48,1.365166153955912,1.12969597979548,-0.47492544464620573,1564.7810765967329,1584.8005119322656,0.507313057401963,46.65033107470108
5960,26730,432,48,1.5587042039671495,1.2442874125216892,-0.1832478793455282,1480.4532004817588,1500.4726358172916,2.2795831708630168,51.049738562322666
1400,23370,432,48,1.3085248463899162,1.0889491369203985,-0.4674832814693614,1410.0013682575545,1430.0208035930873,-3.8181162866902194,47.87016004576697
7960,20650,432,48,1.459205136798544,1.2044845796076886,-0.28456821777012614,1596.0621345288755,1616.0815698644083,4.846965545324027,45.55723187090663
8840,24490,432,48,1.5227561905960754,1.1832841251510102,-0.0020939134805495288,1626.3374284267375,1646.3568637622702,6.2151204435973035,48.976110597856476
7160,25290,432,48,1.5477534217697955,1.2557682132410368,-0.10616205098179492,1599.0017492657632,1619.021184601296,3.944147420106087,49.74706585616565
7400,19930,432,48,1.70844069989384,1.3464362892338204,-0.26947965445308847,1616.058949909466,1636.0783852449988,4.109211378078245,44.923497771151304
5160,24650,432,48,1.3627851942336,1.0437371260729833,-0.12070802976501144,1568.3261938790565,1588.3456292145893,1.1852518499903955,49.17730185532106
