center_index,LAMBX,LAMBY,existing_cells_5x5,complete_5x5,persistence_MAE_C,persistence_RMSE_C,convlstm_MAE_C,convlstm_RMSE_C,convlstm_BIAS_C,convlstm_R2,MAE_improvement_percent,RMSE_improvement_percent
4069,5880,18890,25,True,1.7853376475006866,2.294117267261947,1.5418268674838114,1.9543762036465016,-0.268669774199282,0.9129317710185358,13.63948048470095,14.80922830160858
4070,5880,18970,25,True,1.8101757660053264,2.324995883023803,1.564380472837831,1.9827994347871294,-0.2682455395461232,0.9102950089602299,13.57853186322969,14.718152867936505
4071,5880,19050,25,True,1.8277057291290255,2.349923645169013,1.5883364893571852,2.0159980227366305,-0.2548237420363519,0.9065114073560422,13.096705665299266,14.210062659647201
4072,5880,19130,25,True,1.6614708631376114,2.1406045780570215,1.4251842022383245,1.8101839699601059,-0.12461624004353428,0.9226460267487577,14.221535035111621,15.435854500359472
4073,5880,19210,25,True,1.7270582412592688,2.2304584124320384,1.5204342781229223,1.9390610668081525,-0.056584277051560425,0.9108783654309728,11.963925604830122,13.06445993342477
4074,5880,19290,25,True,1.6793708201363393,2.1650127860537696,1.452720282146161,1.8461669502787645,-0.14224602688693205,0.9193563234026777,13.496157922511589,14.727203360132316
4075,5880,19370,25,True,1.6693339105230256,2.1514028173141906,1.4313765180871842,1.8226298050489327,-0.13251040270767422,0.9215035258092483,14.254631199655316,15.281797049782515
4076,5880,19450,25,True,1.7261331224750303,2.216072230576476,1.5065494929056935,1.90332602274761,-0.17485076514357886,0.9140870689047809,12.721129483598864,14.112636019427494
4077,5880,19530,25,True,1.7166512248474177,2.196496602788555,1.4693053366407876,1.8548686739615243,-0.2368246410645124,0.919035607563061,14.408627951121241,15.553310139124182
4078,5880,19610,25,True,1.6660963511930142,2.134888223555422,1.416893979336353,1.7983460955255015,-0.22445362017840614,0.9234149759863897,14.957260525672416,15.763922640851257
4079,5880,19690,25,True,1.687280272025956,2.1589572143778533,1.431240240585793,1.8190067910397463,-0.1560480130369414,0.9208466985196722,15.174718491358288,15.746047261805998
4080,5880,19770,25,True,1.7406105443793904,2.231429694111041,1.4896348640942993,1.8965685519669653,-0.0702828694889658,0.9130414009047372,14.418830283173754,15.006573723913718
4081,5880,19850,25,True,1.7697502298558012,2.2722066715558134,1.5296816336237424,1.9509788777097752,-0.01677338885114107,0.9075877798966234,13.565111741876677,14.137261274129116
4082,5880,19930,25,True,1.7648473169713192,2.263926953567115,1.5279652880475436,1.9460950793689946,-0.07165313141970145,0.9082317983511315,13.422239229753451,14.038963302121322
4083,5880,20010,25,True,1.7599444040868373,2.260600378637329,1.5097078575677723,1.9338571819156178,0.07136729378925222,0.9095234034532013,14.218434737937217,14.453823851815393
4084,5880,20090,25,True,1.7256706795352792,2.215141045097631,1.4765603544533419,1.884591806057077,-0.004366614661979852,0.9143126207403224,14.435565721556003,14.922266000718038
4085,5880,20170,25,True,1.8224329494084615,2.336669159962704,1.5971864882053655,2.041637668932901,0.01650742840480187,0.8964223886440236,12.359656978118625,12.62615590109949
4086,5880,20250,25,True,1.639546806342507,2.114172891273094,1.3843244610838488,1.7771166257135755,0.08424419434835909,0.9221008971346067,15.566639773341203,15.942701136261038
4087,5880,20330,25,True,1.6467160516927686,2.1223950448546045,1.39758755298371,1.7962169616189683,0.11121933378630716,0.9202343866565266,15.128807328559336,15.368396379665558
4088,5880,20410,25,True,1.654579077905025,2.1295592380974386,1.4443068949852025,1.849557096996744,0.03362880339785707,0.9134775306994282,12.708500048608274,13.148361223839455
4089,5880,20490,25,True,1.6858001200828587,2.166837566037191,1.4527646822580906,1.8746815926609808,0.17297387806824466,0.9122022387254476,13.823432271040184,13.48305834989367
4090,5880,20570,25,True,1.6925994703661613,2.17650604873317,1.4625722230528373,1.8917246932708434,0.13770162739431716,0.9102910953572677,13.590176018639665,13.08433558583874
4091,5880,20650,25,True,1.6950509691547178,2.1896348128973906,1.4995533169473794,1.9589443616154205,0.17973085909833741,0.9015974445418101,11.53343797707915,10.535567388824694
4092,5880,20730,25,True,1.6745606386253504,2.162323526123186,1.4572491923710684,1.9076547654743692,0.16393712314602185,0.906713150048201,12.977221680826878,11.777551211562255
4093,5880,20810,25,True,1.7146160962072154,2.215578469801875,1.5111120402206435,1.9744791461094846,0.15868444557436961,0.9000077946726387,11.868782547692707,10.8820033674524
4094,5880,20890,25,True,1.805504191043088,2.328807436947409,1.5988408105446166,2.0750424117315585,0.06140365300632868,0.8909391124749128,11.446297467693856,10.896780093955936
4095,5880,20970,25,True,1.7373728156641166,2.2410062308466863,1.4746563300063056,1.9269241969894098,0.10175293402799736,0.9060990955951006,15.121480161837733,14.015223587245965
4096,5880,21050,25,True,1.8823775186459297,2.433693300458759,1.6204401981378462,2.095155463038289,0.011900526411989902,0.8881554492818883,13.91523846377562,13.910456069244816
4097,5880,21130,25,True,1.8730805403209196,2.4181666378879236,1.6160696984219618,2.0875427409074914,0.044850334869723535,0.8888613907521828,13.721291549744226,13.67250262244979
4098,5880,21210,25,True,1.8604070008848685,2.40146042073907,1.6113440683878317,2.080149715363744,0.06072828749834003,0.8894930053604381,13.387550808966779,13.37980433075137
4099,5880,21290,25,True,1.7623959734525865,2.2738945994535453,1.5001885399125883,1.931315186973431,0.04558351324400783,0.9088974586977319,14.877895631270992,15.065756018877998
4100,5880,21370,25,True,1.7518501458181264,2.26272020934045,1.4872300874073123,1.9172666540088321,0.04244515809827552,0.9103898818210167,15.105176606714531,15.267179472989843
4101,5880,21450,25,True,1.8321923283269073,2.3634688755068547,1.5481517555314452,1.9884089519598178,0.012271979029370501,0.9055138224127693,15.502770555470983,15.869044328608044
4102,5880,21530,25,True,1.8157261893442667,2.3436353933878062,1.5136060194214884,1.9453965386713854,0.03330573982711637,0.9099677200994866,16.63908202105551,16.99235537404787
4103,5880,21610,25,True,1.8378352077882891,2.3716701962968667,1.621560935727101,2.0716427189582474,-0.10711255876362931,0.8992659032974901,11.767881643831364,12.65047213592696
4104,5880,21690,25,True,1.7983811737540472,2.317642458828095,1.557477204695992,2.000005653225146,-0.05431459040469753,0.9021067886765128,13.395601142508518,13.70516856010485
4105,5880,21770,25,True,1.7280295528161316,2.2286586098795826,1.4547326284685584,1.8741019790677313,-0.11136137567991244,0.9147672917688794,15.815523750863356,15.908970052214881
4106,5880,21850,25,True,1.7273358495890487,2.21937796306,1.4514068405899485,1.8544761155429754,-0.13930568730356957,0.9203882426605994,15.974253592012612,16.44162705003661
4107,5880,21930,25,True,1.7138760167068072,2.2005360408477883,1.430785610541274,1.829549342910258,-0.14841761840481543,0.9227435310994591,16.517554560888726,16.858923964481047
4108,5880,22010,25,True,1.6840887219678682,2.1530393578947424,1.3980381177819294,1.7770032294248623,-0.09268148821002349,0.92811084065309,16.9854830362908,17.465362492842257
4109,5880,22090,25,True,1.6776595702334536,2.1472774336316767,1.3963209958566107,1.7742847591909188,-0.09840101295880539,0.9284495507389753,16.769705807340483,17.370492913434003
4110,5880,22170,25,True,1.6753469391292604,2.144127965317744,1.3993452285639563,1.777399548724607,-0.10185447078849517,0.9282765971513686,16.474301777084595,17.103849328264815
4111,5880,22250,25,True,1.6728029418719466,2.140495396156423,1.39801286526238,1.7750081584661561,-0.09490092918897094,0.9285574174391537,16.426924518799762,17.07489015610841
4112,5880,22330,25,True,1.6652174322391196,2.1341220966720695,1.4009063254893652,1.7756511145851486,-0.14801111362467861,0.9287463720410449,15.872468161371023,16.797116840030725
4113,5880,22410,25,True,1.7870952383883014,2.2775977226959254,1.4815949573216893,1.8819964700255798,-0.05423545131630417,0.9206577514377077,17.094795761535835,17.369232886397693
4114,5880,22490,25,True,1.7901480054546572,2.2815279728976887,1.4993928808729258,1.9077729334120188,-0.06196735745552621,0.9180547588642257,16.24196008909812,16.38178641355761
4115,5880,22570,25,True,1.7898242325831297,2.280492810387118,1.5002196150505356,1.9075380849806938,-0.06172958906881242,0.9181026396826298,16.18061775343313,16.354128533433723
4116,5880,22650,25,True,1.7866327531022346,2.277333674798967,1.4923468562434052,1.897793579951752,-0.033359240868045266,0.9190633057570357,16.471538224508848,16.665985272479627
4117,5880,22730,25,True,1.7021739017511275,2.1911847847385135,1.4559435495946498,1.8471340943122225,-0.12194509620913524,0.9169175854652203,14.465640197112993,15.701582669913826
4118,5880,22810,25,True,1.7049491169494573,2.1948904068050017,1.4574308439496488,1.8495109545953463,-0.10625649071974846,0.9166854466086213,14.517634018467078,15.735612636459965
4119,5880,22890,25,True,1.7057817654958156,2.1952275605891076,1.464135084408064,1.8566767248572742,-0.09541330681588228,0.9160363310082305,14.166330416688016,15.422129432494028
4120,5880,22970,25,True,1.7632747441943766,2.2576912051717777,1.4553086018804926,1.8530208250021272,-0.038577194901994814,0.9207037486868448,17.465578936457277,17.92408010637845
4121,5880,23050,25,True,1.7643385753931544,2.258515664047964,1.4601208795341047,1.8607084047372338,-0.05292408208291251,0.9200496865095209,17.242591648899342,17.61365952174693
4122,5880,23130,25,True,1.70175765864172,2.1789633870398792,1.4479167419490055,1.8431648906550013,-0.1231776836511716,0.9203332999575736,14.91639631552009,15.41092881055978
4123,5880,23210,25,True,1.7005550515089292,2.177631993203691,1.420136542589327,1.81003753319517,-0.06882767981671273,0.923361909348362,16.48982246536402,16.880467459872463
4124,5880,23290,25,True,1.7006012654547114,2.1774929431068215,1.404969673262604,1.794419881803134,-0.07538122958766433,0.9247216691415416,17.38394520793565,17.592390483577102
4125,5880,23370,25,True,1.7089730261874132,2.1880953098065503,1.4036023530774817,1.794346413024495,-0.05014345449611724,0.9248329370568003,17.868665475147367,17.995052364371944
4126,5880,23450,25,True,1.7179925514524674,2.198930600072013,1.4414268091362346,1.8367500772789638,-0.1060711466306674,0.9233999204669253,16.09819216517626,16.470757320908078
4127,5880,23530,25,True,1.7194264400457475,2.2009711092888624,1.433117106929077,1.8229786711577578,-0.0655914036682863,0.9246110388678158,16.65144413558355,17.17389367519843
