center_index,LAMBX,LAMBY,persistence_MAE_C,persistence_RMSE_C,MAE_1x1,RMSE_1x1,BIAS_1x1,R2_1x1,MAE_gain_1x1,RMSE_gain_1x1,MAE_5x5,RMSE_5x5,BIAS_5x5,R2_5x5,MAE_gain_5x5,RMSE_gain_5x5,existing_cells_5x5,complete_5x5,MAE_delta_5x5_minus_1x1,RMSE_delta_5x5_minus_1x1,five_x_five_better_MAE,five_x_five_better_RMSE,not_improved_1x1,not_improved_5x5
45,1080,24090,1.3097596168518066,1.7151565551757812,1.1354869604110718,1.4872397184371948,-0.1253834217786789,0.8846914768218994,13.305697793586273,13.288398429333345,1.151583548941952,1.4933016568156503,-0.1169114408395998,0.8837496419288955,12.076715912854274,12.934970428961387,25,True,0.01609658853088014,0.006061938378455478,False,False,False,False
46,1080,24170,1.2087419033050537,1.595839023590088,1.0729649066925049,1.4159573316574097,-0.1215960308909416,0.8774704933166504,11.232918809325202,11.2719196155516,1.0719759056239522,1.399534534798666,-0.2003985748149861,0.8802962203071226,11.31474288988071,12.301019416928876,21,False,-0.0009890010685527084,-0.016422796858743594,True,True,False,False
47,1080,24250,1.215957522392273,1.6033685207366943,1.0828193426132202,1.4266791343688965,-0.1361828744411468,0.8753806948661804,10.949245950394458,11.019886200997322,1.0602288188810816,1.3898800407423886,-0.1463767130213904,0.8817265515358169,12.80708058410753,13.315002675475002,16,False,-0.022590523732138656,-0.036799093626507906,True,True,False,False
48,1160,23290,1.3515726327896118,1.7687922716140747,1.1588784456253052,1.5184506177902222,-0.1474596709012985,0.8967204093933105,14.257035285376466,14.153253484956062,1.1373293768135515,1.4993509305135688,-0.0218309125450338,0.8993022442648644,15.851405871985689,15.233068474271942,13,False,-0.02154906881175367,-0.019099687276653343,True,True,False,False
49,1160,23370,1.350000023841858,1.7662250995635986,1.160561442375183,1.515196442604065,-0.1447253078222274,0.8970226049423218,14.032487268227342,14.212721641287864,1.1345850109061524,1.497604193019098,0.0282807433969107,0.8993999213410149,15.956668407169891,15.208760603567486,18,False,-0.025976431469030725,-0.017592249584966968,True,True,False,False
50,1160,23450,1.3315448760986328,1.74386465549469,1.1421594619750977,1.4913100004196167,-0.130007654428482,0.8993848562240601,14.22298395818442,14.48246882459063,1.1271504729462376,1.482880880996981,-0.0296719592550526,0.9005190856407488,15.350170863663976,14.965821954460823,23,False,-0.015008989028860054,-0.0084291194226358,True,True,False,False
51,1160,23530,1.389269232749939,1.814707636833191,1.18366539478302,1.5391501188278198,-0.1204722300171852,0.8969351649284363,14.799423547294992,15.18467836980291,1.177538163346565,1.537553262433888,-0.0802533964003599,0.8971488477204147,15.24046648080234,15.272674572956406,25,True,-0.006127231436455105,-0.0015968563939319225,True,True,False,False
52,1160,23610,1.3787696361541748,1.804397702217102,1.1772266626358032,1.5311213731765747,-0.1018501445651054,0.8972429037094116,14.61759587921727,15.145016461988778,1.1748041228824584,1.5312806088785127,-0.0464326997910463,0.8972215644550736,14.793300484049492,15.136189115166005,25,True,-0.0024225397533448323,0.00015923570193798753,True,False,False,False
53,1160,23690,1.4173449277877808,1.854744911193848,1.203393578529358,1.559511661529541,-0.0835811048746109,0.889329195022583,15.095221005402138,15.917727978791069,1.1884839448743567,1.5415249085917817,-0.0108077740029644,0.8918672566642519,16.147169459277027,16.887498043328186,25,True,-0.014909633655001198,-0.01798675293775931,True,True,False,False
54,1160,23770,1.4097132682800293,1.8442976474761963,1.1957504749298096,1.551698088645935,-0.076520599424839,0.8897849321365356,15.177752679541182,15.865094185348283,1.184562273757751,1.53385552353756,0.0277882063421907,0.8923049151042319,15.971395761446772,16.832538134038206,25,True,-0.011188201172058543,-0.01784256510837512,True,True,False,False
55,1160,23850,1.4340425729751587,1.8748764991760252,1.2182332277297974,1.576602816581726,-0.0919974222779274,0.8878713846206665,15.049019416322428,15.908977616679566,1.1991019870923914,1.5514238922452164,-0.0399568524215091,0.8914242952812191,16.383092810288556,17.251940868593408,25,True,-0.01913124063740601,-0.0251789243365097,True,True,False,False
56,1160,23930,1.3161888122558594,1.72233784198761,1.142499327659607,1.4947702884674072,-0.1307690441608429,0.8837195038795471,13.196395758641977,13.212712858795776,1.1440145614299368,1.4815478696980775,-0.098219978269,0.8857676770774041,13.08126943597306,13.980417985643,25,True,0.0015152337703299157,-0.013222418769329725,False,True,False,False
57,1160,24010,1.3002774715423584,1.706623077392578,1.1292906999588013,1.4809213876724243,-0.1148235201835632,0.8854091167449951,13.150021847316683,13.22504615752569,1.1397931630913578,1.4787272043499011,-0.0689675369050963,0.8857483539852763,12.34230950625558,13.353617555449732,25,True,0.010502463132556539,-0.002194183322523191,False,True,False,False
58,1160,24090,1.3096669912338257,1.7148842811584473,1.1366392374038696,1.487825632095337,-0.1257422417402267,0.8846068382263184,13.21158393607738,13.240464768254016,1.1563631070090266,1.4987020461359972,-0.1301634150671804,0.8829135259575541,11.705566813294029,12.606223671366054,25,True,0.01972386960515693,0.01087641404066031,False,False,False,False
